id,name,brand,category,price_min,price_max,buy_link,image_url,created_at,skin_types,concerns,texture,finish,irritation_risk,sensitivity_safe,normalized_name,normalized_brand,updated_at,is_mens,recommendation_tier,size_ml,unit_price_per_10ml,cleansing_profile,uv_filter_type,spf_value,uva_label,water_resistant_minutes,white_cast,eye_sting,pilling_risk,tone_up,review_signals,hwahae_url,market_signals,ingredient_signals,external_source,external_type,external_id,source_url,balm_functional_tags,balm_usage_scope,balm_type,is_primary_moisturizer,balm_caution_tags,balm_research_confidence
b1f6b527-679f-48f3-9b58-5d28ec095f2f,순정 판텐소사이드™ 10 시카 밤,에뛰드,moisturizer_balm,20900,20900,,,2026-06-09 16:26:00.661154+09,"[""dry"",""combination"",""sensitive""]","[""barrier"",""dehydration"",""redness""]",cream,natural,low,true,순정판텐소사이드10시카밤,에뛰드,2026-06-09 17:11:00.795682+09,false,Tier1,50,4180,,,,,,,,,false,"{""hwahae_rank"": 3, ""review_policy"": ""reviews_are_used_for_usage_risk_not_claim_confirmation"", ""hwahae_concern"": ""all"", ""hwahae_category"": ""moisturizer_balm""}",https://www.hwahae.co.kr/goods/%EC%97%90%EB%9B%B0%EB%93%9C-%EC%88%9C%EC%A0%95-%ED%8C%90%ED%85%90%EC%86%8C%EC%82%AC%EC%9D%B4%EB%93%9C-10-%EC%8B%9C%EC%B9%B4-%EB%B0%A4-50ml/70000?goods_tab=review_ingredients,"{""evidence_urls"": [""https://www.amoremall.com/kr/ko/product/detail?onlineProdCode=110090000335&onlineProdSn=60162"", ""https://www.hwahae.co.kr/goods/70000""], ""candidate_name"": ""순정 판텐소사이드™ 10 시카 밤 50ml"", ""candidate_price"": 20900, ""matching_policy"": ""official_or_major_merchant_first; uncertain functional claims kept in balm_* columns"", ""candidate_size_note"": ""size parsed from candidate name or checked public product pages"", ""future_category_candidate"": ""balm""}","{""basis"": ""public_product_copy_and_known_positioning"", ""key_terms"": [""panthenol"", ""centella"", ""madecassoside""]}",hwahae,goods,70000,https://www.hwahae.co.kr/goods/70000,"[""barrier_repair"",""cica_repair"",""local_protection""]",full_face,cica_repair,true,"[""oily_skin_caution"",""acne_prone_caution""]",high
b72b0570-ee3f-4692-b45f-633b46ae3b64,비자 시카 밤,이니스프리,moisturizer_balm,20800,20800,,,2026-06-09 16:26:00.661154+09,"[""combination"",""sensitive""]","[""barrier"",""dehydration"",""redness"",""acne""]",cream,natural,low,true,비자시카밤,이니스프리,2026-06-09 17:10:59.15588+09,false,Tier1,40,5200,,,,,,,,,false,"{""hwahae_rank"": 6, ""review_policy"": ""reviews_are_used_for_usage_risk_not_claim_confirmation"", ""hwahae_concern"": ""all"", ""hwahae_category"": ""moisturizer_balm""}",https://www.hwahae.co.kr/goods/%EC%9D%B4%EB%8B%88%EC%8A%A4%ED%94%84%EB%A6%AC-%EB%B9%84%EC%9E%90-%EC%8B%9C%EC%B9%B4-%EB%B0%A4-40mL/50252?goods_tab=review_ingredients,"{""audit_note"": ""public official listing appears as Bija Cica Balm EX 40ml; kept hwahae candidate display name/normalized key"", ""evidence_urls"": [""https://www.amoremall.com/kr/ko/product/detail?onlineProdCode=131170000221&onlineProdSn=57565"", ""https://www.hwahae.co.kr/goods/50252""], ""candidate_name"": ""비자 시카 밤 40mL"", ""candidate_price"": 20800, ""matching_policy"": ""official_or_major_merchant_first; uncertain functional claims kept in balm_* columns"", ""candidate_size_note"": ""size parsed from candidate name or checked public product pages"", ""future_category_candidate"": ""balm""}","{""basis"": ""public_product_copy_and_known_positioning"", ""key_terms"": [""bija_oil"", ""panthenol"", ""centella""]}",hwahae,goods,50252,https://www.hwahae.co.kr/goods/50252,"[""cica_repair"",""barrier_repair"",""local_protection""]",local_area,cica_repair,false,"[""not_primary_moisturizer"",""oily_skin_caution""]",medium
637782f6-709e-45e3-a886-a279c142667d,민중기 보르피린 40 주름 탄력 멀티 밤,시드물,moisturizer_balm,28600,28600,,,2026-06-09 16:26:00.661154+09,"[""dry"",""combination""]","[""dehydration""]",cream,dewy,medium,false,민중기보르피린40주름탄력멀티밤,시드물,2026-06-09 17:10:56.959804+09,false,Tier1,9.5,30105.26,,,,,,,,,false,"{""hwahae_rank"": 19, ""review_policy"": ""reviews_are_used_for_usage_risk_not_claim_confirmation"", ""hwahae_concern"": ""all"", ""hwahae_category"": ""moisturizer_balm""}",https://www.hwahae.co.kr/products/2006835,"{""evidence_urls"": [""https://www.sidmool.com/shop/shopdetail.html?branduid=77293"", ""https://www.hwahae.co.kr/products/2006835""], ""candidate_name"": ""민중기 보르피린 40 주름 탄력 멀티 밤"", ""candidate_price"": 28600, ""matching_policy"": ""official_or_major_merchant_first; uncertain functional claims kept in balm_* columns"", ""candidate_size_note"": ""size parsed from candidate name or checked public product pages"", ""future_category_candidate"": ""balm""}","{""basis"": ""public_product_copy_and_known_positioning"", ""key_terms"": [""volufiline"", ""wrinkle_firming""]}",hwahae,products,2006835,https://www.hwahae.co.kr/products/2006835,"[""wrinkle_care"",""firming"",""local_protection""]",local_area,wrinkle_firming,false,"[""not_primary_moisturizer"",""oily_skin_caution"",""acne_prone_caution"",""daytime_caution""]",high
418e2bc1-7d6c-4334-9058-7af7ce159c6c,릴렉싱 나이트 밤,아토팜,moisturizer_balm,44500,44500,,,2026-06-09 16:26:00.661154+09,"[""dry"",""sensitive""]","[""barrier"",""dehydration"",""redness""]",cream,dewy,low,true,릴렉싱나이트밤,아토팜,2026-06-09 17:10:54.260652+09,false,Tier1,200,2225,,,,,,,,,false,"{""hwahae_rank"": 5, ""review_policy"": ""reviews_are_used_for_usage_risk_not_claim_confirmation"", ""hwahae_concern"": ""all"", ""hwahae_category"": ""moisturizer_balm""}",https://www.hwahae.co.kr/goods/%EC%95%84%ED%86%A0%ED%8C%9C-%EB%A6%B4%EB%A0%89%EC%8B%B1-%EB%82%98%EC%9D%B4%ED%8A%B8-%EB%B0%A4-100mlPLUS100ml/74373?goods_tab=review_ingredients,"{""audit_note"": ""candidate is bundle 100ml+100ml; unit_price_per_10ml calculated on 200ml total"", ""evidence_urls"": [""https://neopharmshop.co.kr/product/아토팜-릴렉싱-나이트-밤-100ml/3323/""], ""candidate_name"": ""릴렉싱 나이트 밤 100ml+100ml"", ""candidate_price"": 44500, ""matching_policy"": ""official_or_major_merchant_first; uncertain functional claims kept in balm_* columns"", ""candidate_size_note"": ""size parsed from candidate name or checked public product pages"", ""future_category_candidate"": ""balm""}","{""basis"": ""public_product_copy_and_known_positioning"", ""key_terms"": [""barrier"", ""itch_relief"", ""night_balm""]}",hwahae,goods,74373,https://www.hwahae.co.kr/goods/74373,"[""itch_relief"",""barrier_repair"",""deep_occlusive""]",full_face,atopy_sensitive,true,"[""daytime_caution"",""oily_skin_caution"",""acne_prone_caution"",""heavy_finish""]",high
d35a03e7-4974-4eef-ad9d-c2e909622c6c,리얼 버터 영양 크림,토니모리,moisturizer_balm,17500,17500,,,2026-06-09 16:26:00.661154+09,"[""dry""]","[""dehydration""]",cream,dewy,medium,false,리얼버터영양크림,토니모리,2026-06-09 17:10:51.65299+09,false,Tier1,320,546.88,,,,,,,,,false,"{""hwahae_rank"": 18, ""review_policy"": ""reviews_are_used_for_usage_risk_not_claim_confirmation"", ""hwahae_concern"": ""all"", ""hwahae_category"": ""moisturizer_balm""}",https://www.hwahae.co.kr/products/1999805,"{""evidence_urls"": [""https://tonymoly.com/products/real-butter-nutrition-cream.do?i_sProductcd=TM20220418000141371"", ""https://www.hwahae.co.kr/goods/27305""], ""candidate_name"": ""리얼 버터 영양 크림"", ""candidate_price"": 17500, ""matching_policy"": ""official_or_major_merchant_first; uncertain functional claims kept in balm_* columns"", ""candidate_size_note"": ""size parsed from candidate name or checked public product pages"", ""future_category_candidate"": ""balm""}","{""basis"": ""public_product_copy_and_known_positioning"", ""key_terms"": [""shea_butter"", ""mango_seed_butter"", ""cocoa_seed_butter""]}",hwahae,products,1999805,https://www.hwahae.co.kr/products/1999805,"[""deep_occlusive""]",body_possible,rich_nutrition,false,"[""not_primary_moisturizer"",""oily_skin_caution"",""acne_prone_caution"",""heavy_finish""]",high
f0bea751-1439-4f32-b9e9-1e204c5dd64e,레미디얼 크림,메디포포,moisturizer_balm,7200,7200,,,2026-06-09 16:26:00.661154+09,"[""dry""]","[""dehydration""]",cream,dewy,medium,false,레미디얼크림,메디포포,2026-06-09 17:10:49.998026+09,false,Tier1,,,,,,,,,,,false,"{""hwahae_rank"": 15, ""review_policy"": ""reviews_are_used_for_usage_risk_not_claim_confirmation"", ""hwahae_concern"": ""all"", ""hwahae_category"": ""moisturizer_balm""}",https://www.hwahae.co.kr/products/1787938,"{""size_g"": 25, ""evidence_urls"": [""https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000105413"", ""https://www.costco.co.kr/BeautyHouseholdPersonal-Care/Beauty/LotionCream/Medi-Paw-Paw-Remedial-Cream-100g-x-2/p/675231""], ""candidate_name"": ""레미디얼 크림"", ""candidate_price"": 7200, ""matching_policy"": ""official_or_major_merchant_first; uncertain functional claims kept in balm_* columns"", ""unit_price_per_10g"": 2880.0, ""candidate_size_note"": ""size parsed from candidate name or checked public product pages"", ""future_category_candidate"": ""balm""}","{""basis"": ""public_product_copy_and_known_positioning"", ""key_terms"": [""mineral_oil"", ""jojoba_oil"", ""papaya_seed_oil"", ""fragrance""]}",hwahae,products,1787938,https://www.hwahae.co.kr/products/1787938,"[""deep_occlusive"",""local_protection""]",body_possible,rich_nutrition,false,"[""not_primary_moisturizer"",""oily_skin_caution"",""acne_prone_caution"",""heavy_finish""]",medium
7b4a237c-7f6e-4f18-a581-9d6fcad8f92e,더블 세럼 올인원 멀티밤,달바,moisturizer_balm,42000,42000,,,2026-06-09 16:26:00.661154+09,"[""dry"",""combination""]","[""dehydration"",""uneven_tone""]",cream,dewy,medium,false,더블세럼올인원멀티밤,달바,2026-06-09 17:10:48.260067+09,false,Tier1,,,,,,,,,,,false,"{""hwahae_rank"": 8, ""review_policy"": ""reviews_are_used_for_usage_risk_not_claim_confirmation"", ""hwahae_concern"": ""all"", ""hwahae_category"": ""moisturizer_balm""}",https://www.hwahae.co.kr/goods/%EB%8B%AC%EB%B0%94-%EB%8D%94%EB%B8%94-%EC%84%B8%EB%9F%BC-%EC%98%AC%EC%9D%B8%EC%9B%90-%EB%A9%80%ED%8B%B0%EB%B0%A4-10g/45635?goods_tab=review_ingredients,"{""size_g"": 10, ""evidence_urls"": [""https://dalba.co.kr/goods/goods_view.php?goodsNo=1000000101"", ""https://m.oliveyoung.co.kr/m/G.do?goodsNo=A000000173140""], ""candidate_name"": ""더블 세럼 올인원 멀티밤 10g"", ""candidate_price"": 42000, ""matching_policy"": ""official_or_major_merchant_first; uncertain functional claims kept in balm_* columns"", ""unit_price_per_10g"": 42000.0, ""candidate_size_note"": ""size parsed from candidate name or checked public product pages"", ""future_category_candidate"": ""balm""}","{""basis"": ""public_product_copy_and_known_positioning"", ""key_terms"": [""wrinkle_functional"", ""whitening_functional"", ""vegan""]}",hwahae,goods,45635,https://www.hwahae.co.kr/goods/45635,"[""wrinkle_care"",""firming"",""local_protection""]",local_area,wrinkle_firming,false,"[""not_primary_moisturizer"",""oily_skin_caution"",""acne_prone_caution"",""makeup_pilling_caution""]",high
d5093dae-ce2f-4681-9811-2052e1779ff3,더모이스처 배리어.D 멀티 밤,닥터지,moisturizer_balm,29000,29000,,,2026-06-09 16:26:00.661154+09,"[""dry"",""sensitive""]","[""barrier"",""dehydration""]",cream,dewy,low,true,더모이스처배리어d멀티밤,닥터지,2026-06-09 17:10:43.499351+09,false,Tier1,50,5800,,,,,,,,,false,"{""hwahae_rank"": 7, ""review_policy"": ""reviews_are_used_for_usage_risk_not_claim_confirmation"", ""hwahae_concern"": ""all"", ""hwahae_category"": ""moisturizer_balm""}",https://www.hwahae.co.kr/products/2121166,"{""evidence_urls"": [""https://www.dr-g.co.kr/item/4688""], ""candidate_name"": ""더모이스처 배리어.D 멀티 밤"", ""candidate_price"": 29000, ""matching_policy"": ""official_or_major_merchant_first; uncertain functional claims kept in balm_* columns"", ""candidate_size_note"": ""size parsed from candidate name or checked public product pages"", ""future_category_candidate"": ""balm""}","{""basis"": ""public_product_copy_and_known_positioning"", ""key_terms"": [""barrier"", ""moisture_coating""]}",hwahae,products,2121166,https://www.hwahae.co.kr/products/2121166,"[""barrier_repair"",""deep_occlusive"",""local_protection""]",full_face,barrier,true,"[""oily_skin_caution"",""acne_prone_caution"",""heavy_finish""]",high
cd0022c9-a80e-4f57-876b-79e1cb311a15,더멕사 아토 나이트타임 밤,아비노베이비,moisturizer_balm,32000,32000,,,2026-06-09 16:26:00.661154+09,"[""dry"",""sensitive""]","[""barrier"",""dehydration""]",cream,dewy,low,true,더멕사아토나이트타임밤,아비노베이비,2026-06-09 17:10:36.079533+09,false,Tier1,,,,,,,,,,,false,"{""hwahae_rank"": 17, ""review_policy"": ""reviews_are_used_for_usage_risk_not_claim_confirmation"", ""hwahae_concern"": ""all"", ""hwahae_category"": ""moisturizer_balm""}",https://www.hwahae.co.kr/products/1806237,"{""size_g"": 312, ""evidence_urls"": [""https://www.aveeno.co.kr/baby/dermexa/night-balm"", ""https://www.oliveyoung.co.kr/store/G.do?goodsNo=A000000175963""], ""candidate_name"": ""더멕사 아토 나이트타임 밤"", ""candidate_price"": 32000, ""matching_policy"": ""official_or_major_merchant_first; uncertain functional claims kept in balm_* columns"", ""unit_price_per_10g"": 1025.64, ""candidate_size_note"": ""size parsed from candidate name or checked public product pages"", ""future_category_candidate"": ""balm""}","{""basis"": ""public_product_copy_and_known_positioning"", ""key_terms"": [""triple_oat_complex"", ""ceramide"", ""itch_relief""]}",hwahae,products,1806237,https://www.hwahae.co.kr/products/1806237,"[""itch_relief"",""barrier_repair"",""deep_occlusive""]",body_possible,atopy_sensitive,false,"[""not_primary_moisturizer"",""heavy_finish""]",high
c2bb9ffd-f261-4f9b-91ed-23f6cea9ada1,MLE 크림 스틱 밤,아토팜,moisturizer_balm,26000,26000,,,2026-06-09 16:26:00.661154+09,"[""dry"",""sensitive""]","[""barrier"",""dehydration""]",cream,natural,low,true,mle크림스틱밤,아토팜,2026-06-09 17:10:33.241874+09,false,Tier1,,,,,,,,,,,false,"{""hwahae_rank"": 4, ""review_policy"": ""reviews_are_used_for_usage_risk_not_claim_confirmation"", ""hwahae_concern"": ""all"", ""hwahae_category"": ""moisturizer_balm""}",https://www.hwahae.co.kr/goods/%EC%95%84%ED%86%A0%ED%8C%9C-MLE-%ED%81%AC%EB%A6%BC-%EC%8A%A4%ED%8B%B1-%EB%B0%A4-10gPLUS10g/74244?goods_tab=review_ingredients,"{""size_g"": 20, ""evidence_urls"": [""https://neopharmshop.co.kr/product/아토팜-mle-크림-스틱-밤-10g/2166/"", ""https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000193860""], ""candidate_name"": ""MLE 크림 스틱 밤 10g+10g"", ""candidate_price"": 26000, ""matching_policy"": ""official_or_major_merchant_first; uncertain functional claims kept in balm_* columns"", ""unit_price_per_10g"": 13000.0, ""candidate_size_note"": ""size parsed from candidate name or checked public product pages"", ""future_category_candidate"": ""balm""}","{""basis"": ""public_product_copy_and_known_positioning"", ""key_terms"": [""MLE"", ""omega_ceramide"", ""lipimoide""]}",hwahae,goods,74244,https://www.hwahae.co.kr/goods/74244,"[""barrier_repair"",""local_protection""]",local_area,multi_stick,false,"[""not_primary_moisturizer"",""daytime_caution"",""makeup_pilling_caution""]",high
